station,date,lat,lon
Lalbagh Lucknow India,2024-01-20,26.7908341,80.8701804
Lalbagh Lucknow India,2024-01-21,26.7908341,80.8701804
Lalbagh Lucknow India,2024-01-22,26.7908341,80.8701804
Lalbagh Lucknow India,2024-01-23,26.7908341,80.8701804
Lalbagh Lucknow India,2024-01-25,26.7908341,80.8701804
Lalbagh Lucknow India,2024-01-26,26.7908341,80.8701804
Lalbagh Lucknow India,2024-01-27,26.7908341,80.8701804
Lalbagh Lucknow India,2024-01-28,26.7908341,80.8701804
Lalbagh Lucknow India,2024-01-29,26.7908341,80.8701804
Lalbagh Lucknow India,2024-01-30,26.7908341,80.8701804
Lalbagh Lucknow India,2024-01-31,26.7908341,80.8701804
MIDC Chilkalthana Aurangabad India,2023-10-01,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2023-10-02,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2023-10-03,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2023-10-04,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2023-10-05,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2023-10-06,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2023-10-07,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2023-10-08,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2023-10-09,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2023-10-10,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2023-10-11,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2023-10-12,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2023-10-13,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2023-10-14,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2023-10-15,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2023-10-16,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2023-10-17,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2023-10-18,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2023-10-19,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2023-10-20,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2023-10-21,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2023-10-22,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2023-10-23,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2023-10-30,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2023-10-31,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2023-11-01,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2023-11-02,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2023-11-03,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2023-11-04,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2023-11-05,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2023-11-06,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2023-11-07,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2023-11-08,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2023-11-09,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2023-11-10,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2023-11-11,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2023-11-12,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2023-11-13,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2023-11-14,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2023-11-25,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2023-11-26,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2023-11-27,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2023-11-28,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2023-11-29,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2023-11-30,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2023-12-01,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2023-12-02,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2023-12-03,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2023-12-04,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2023-12-05,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2023-12-06,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2023-12-07,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2023-12-08,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2023-12-09,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2023-12-10,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2023-12-11,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2023-12-12,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2023-12-13,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2023-12-14,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2023-12-15,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2023-12-16,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2023-12-17,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2023-12-18,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2023-12-19,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2023-12-20,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2023-12-21,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2023-12-22,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2023-12-23,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2023-12-25,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2023-12-26,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2023-12-27,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2023-12-28,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2023-12-29,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2023-12-30,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2023-12-31,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2024-01-01,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2024-01-02,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2024-01-03,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2024-01-04,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2024-01-05,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2024-01-06,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2024-01-07,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2024-01-08,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2024-01-09,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2024-01-10,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2024-01-11,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2024-01-12,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2024-01-13,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2024-01-14,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2024-01-15,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2024-01-16,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2024-01-17,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2024-01-18,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2024-01-20,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2024-01-21,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2024-01-22,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2024-01-23,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2024-01-24,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2024-01-25,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2024-01-26,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2024-01-27,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2024-01-28,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2024-01-29,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2024-01-30,19.877263,75.3390241
MIDC Chilkalthana Aurangabad India,2024-01-31,19.877263,75.3390241
MIT-Daudpur Kothi Muzaffarpur India,2023-10-03,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-10-04,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-10-05,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-10-06,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-10-07,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-10-08,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-10-09,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-10-10,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-10-11,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-10-12,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-10-13,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-10-14,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-10-15,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-10-16,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-10-17,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-10-18,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-10-19,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-10-20,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-10-21,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-10-22,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-10-23,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-10-24,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-10-25,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-10-26,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-10-27,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-10-28,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-10-29,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-10-30,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-10-31,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-11-01,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-11-02,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-11-03,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-11-04,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-11-06,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-11-07,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-11-08,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-11-09,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-11-10,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-11-11,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-11-12,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-11-13,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-11-14,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-11-15,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-11-16,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-11-17,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-11-18,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-11-19,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-11-20,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-11-21,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-11-22,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-11-23,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-11-24,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-11-25,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-11-26,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-11-27,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-11-28,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-11-29,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-11-30,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-12-01,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-12-02,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-12-03,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-12-04,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-12-05,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-12-06,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-12-07,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-12-08,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-12-09,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-12-10,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-12-11,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-12-12,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-12-13,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-12-14,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-12-15,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-12-16,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-12-20,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-12-21,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-12-22,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-12-23,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-12-24,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-12-25,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-12-26,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-12-27,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-12-28,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-12-29,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-12-30,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2023-12-31,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2024-01-01,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2024-01-02,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2024-01-03,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2024-01-04,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2024-01-05,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2024-01-06,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2024-01-07,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2024-01-08,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2024-01-09,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2024-01-10,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2024-01-11,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2024-01-12,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2024-01-13,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2024-01-14,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2024-01-15,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2024-01-16,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2024-01-17,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2024-01-18,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2024-01-19,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2024-01-20,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2024-01-21,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2024-01-22,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2024-01-23,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2024-01-24,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2024-01-25,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2024-01-26,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2024-01-27,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2024-01-28,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2024-01-29,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2024-01-30,29.0351784,78.6626887
MIT-Daudpur Kothi Muzaffarpur India,2024-01-31,29.0351784,78.6626887
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-10-01,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-10-02,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-10-03,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-10-05,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-10-06,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-10-07,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-10-08,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-10-09,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-10-10,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-10-11,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-10-12,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-10-13,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-10-14,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-10-15,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-10-16,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-10-18,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-10-19,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-10-20,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-10-21,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-10-24,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-10-25,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-10-26,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-10-27,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-10-28,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-10-29,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-10-30,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-10-31,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-11-01,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-11-03,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-11-04,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-11-05,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-11-06,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-11-07,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-11-08,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-11-09,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-11-10,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-11-11,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-11-12,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-11-13,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-11-14,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-11-15,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-11-16,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-11-17,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-11-18,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-11-19,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-11-20,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-11-21,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-11-22,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-11-23,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-11-24,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-11-25,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-11-26,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-11-27,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-11-28,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-11-29,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-11-30,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-12-01,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-12-02,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-12-03,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-12-04,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-12-05,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-12-06,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-12-07,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-12-08,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-12-09,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-12-10,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-12-11,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-12-12,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-12-13,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-12-14,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-12-15,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-12-16,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-12-17,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-12-18,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-12-19,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-12-20,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-12-21,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-12-22,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-12-23,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-12-24,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-12-25,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-12-26,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-12-27,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-12-28,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-12-29,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-12-30,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2023-12-31,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2024-01-01,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2024-01-03,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2024-01-04,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2024-01-05,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2024-01-06,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2024-01-07,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2024-01-08,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2024-01-09,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2024-01-10,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2024-01-11,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2024-01-12,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2024-01-13,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2024-01-14,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2024-01-15,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2024-01-16,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2024-01-17,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2024-01-18,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2024-01-19,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2024-01-20,26.7314167,83.4373347
Madan Mohan Malaviya University of Technology Gorakhpur India,2024-01-21,26.7314167,83.4373347
